Wavelength,Intensity
622.551724137931,133.0362962962963
623.7068965517242,130.7214814814815
624.8620689655172,129.5511111111111
626.0172413793103,129.95851851851853
627.1724137931035,130.17333333333335
628.3275862068965,131.18074074074076
629.4827586206897,130.1251851851852
630.6379310344828,126.4474074074074
631.7931034482758,120.28074074074074
632.948275862069,114.00666666666666
634.1034482758621,106.91037037037037
635.2586206896551,98.31777777777778
636.4137931034483,85.22148148148148
637.5689655172414,70.02148148148149
638.7241379310344,58.46592592592593
639.8793103448276,51.71407407407407
641.0344827586207,46.6437037037037
642.1896551724138,42.288148148148146
643.3448275862069,39.31037037037037
644.5,37.23259259259259
645.6551724137931,35.96592592592592
646.8103448275862,34.54
647.9655172413793,33.88444444444444
649.1206896551724,33.15481481481481
650.2758620689655,32.254814814814814
651.4310344827586,30.88444444444444
652.5862068965517,29.795555555555552
653.7413793103449,28.010370370370367
654.8965517241379,25.947407407407404
656.051724137931,22.954814814814817
657.2068965517242,20.41777777777778
658.3620689655172,18.562222222222225
659.5172413793103,17.214074074074077
660.6724137931035,15.588148148148148
661.8275862068965,14.05851851851852
662.9827586206897,12.658518518518518
664.1379310344828,11.732592592592594
665.2931034482758,10.888148148148149
666.448275862069,9.654814814814815
667.6034482758621,8.406666666666666
668.7586206896551,7.6362962962962975
669.9137931034483,6.758518518518519
671.0689655172414,5.917777777777777
672.2241379310344,5.517777777777779
673.3793103448276,4.89925925925926
674.5344827586207,4.477037037037038
675.6896551724137,4.24
676.8448275862069,3.74
678.0,3.6474074074074085
679.1551724137931,3.221481481481481
680.3103448275862,3.047407407407407
681.4655172413793,2.551111111111112
682.6206896551724,2.2807407407407414
683.7758620689656,2.036296296296296
684.9310344827586,1.8177777777777777
686.0862068965517,1.6918518518518528
687.2413793103449,1.0214814814814819
688.3965517241379,0.865925925925926
689.551724137931,0.706666666666667
690.7068965517242,0.702962962962963
